common_name,scientific_name,species_group,esa_status,foreign_or_domestic,country
Cuban solenodon,Solenodon cubanus,Mammals,Endangered,Foreign,Cuba
Cumberland bean (pearlymussel),Villosa trabalis,Clams,Endangered,Domestic,United States
Cumberland darter,Etheostoma susanae,Fishes,Endangered,Domestic,United States
Cumberlandian combshell,Epioblasma brevidens,Clams,Endangered,Domestic,United States
Cumberland pigtoe,Pleurobema gibberum,Clams,Endangered,Domestic,United States
Curve-billed Thrasher,Toxostoma curvirostre,Birds,Species of Concern,Domestic,
Dakota Skipper,Hesperia dacotae,Insects,Threatened,Both Domestic and Foreign,Canada
Dakota Skipper,Hesperia dacotae,Insects,Threatened,Both Domestic and Foreign,United States
Dappled mountain robin,Arcanator orostruthus,Birds,Threatened,Foreign,Mozambique
Dappled mountain robin,Arcanator orostruthus,Birds,Threatened,Foreign,Tanzania
DeBeque phacelia,Phacelia submutica,Flowering Plants,Threatened,Domestic,United States
Delhi Sands flower-loving fly,Rhaphiomidas terminatus abdominalis,Insects,Endangered,Domestic,United States
Delta green ground beetle,Elaphrus viridis,Insects,Threatened,Domestic,United States
Delta smelt,Hypomesus transpacificus,Fishes,Threatened,Domestic,United States
Desert pupfish,Cyprinodon macularius,Fishes,Endangered,Both Domestic and Foreign,United States
Desert pupfish,Cyprinodon macularius,Fishes,Endangered,Both Domestic and Foreign,Mexico
Desert tortoise,Gopherus agassizii,Reptiles,Threatened,Both Domestic and Foreign,United States
Devils Hole pupfish,Cyprinodon diabolis,Fishes,Endangered,Domestic,United States
Devils River minnow,Dionda diaboli,Fishes,Threatened,Both Domestic and Foreign,Mexico
Devils River minnow,Dionda diaboli,Fishes,Threatened,Both Domestic and Foreign,United States
diamond Darter,Crystallaria cincotta,Fishes,Endangered,Domestic,United States
Dolly Varden,Salvelinus malma,Fishes,Threatened,Domestic,United States
Double-crested cormorant,phalacrocorax auritus,Birds,Species of Concern,Domestic,
Drill,Mandrillus (=Papio) leucophaeus,Mammals,Endangered,Foreign,
Dromedary pearlymussel,Dromus dromas,Clams,Endangered,Domestic,United States
Dudley Bluffs bladderpod,Lesquerella congesta,Flowering Plants,Threatened,Domestic,United States
Dudley Bluffs twinpod,Physaria obcordata,Flowering Plants,Threatened,Domestic,United States
Dunlin,Calidris alpina arcticola,Birds,Species of Concern,Domestic,
Dunlin,Calidris alpina hudsonia,Birds,Species of Concern,Both Domestic and Foreign,
dusky gopher frog,Rana sevosa,Amphibians,Endangered,Domestic,United States
Dusky seaside sparrow,Ammodramus maritimus nigrescens,Birds,Extinction,Domestic,
Dwarf wedgemussel,Alasmidonta heterodon,Clams,Endangered,Both Domestic and Foreign,Canada
Dwarf wedgemussel,Alasmidonta heterodon,Clams,Endangered,Both Domestic and Foreign,United States
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Birds,Threatened,Domestic,United States
Eastern Hellbender Missouri DPS,Cryptobranchus alleganiensis alleganiensis,Amphibians,Endangered,Domestic,United States
Eastern indigo snake,Drymarchon corais couperi,Reptiles,Threatened,Domestic,United States
Eastern Massasauga (=rattlesnake),Sistrurus catenatus,Reptiles,Threatened,Both Domestic and Foreign,Canada
Eastern Massasauga (=rattlesnake),Sistrurus catenatus,Reptiles,Threatened,Both Domestic and Foreign,United States
Eastern prairie fringed orchid,Platanthera leucophaea,Flowering Plants,Threatened,Both Domestic and Foreign,United States
Eastern prairie fringed orchid,Platanthera leucophaea,Flowering Plants,Threatened,Both Domestic and Foreign,Canada
Eastern Whip-poor-will,Antrostomus vociferus,Birds,Species of Concern,Both Domestic and Foreign,
Edward's pheasant,Lophura edwardsi,Birds,Endangered,Foreign,Vietnam
Elegant Trogon,Trogon elegans,Birds,Species of Concern,Domestic,
Elfin-woods warbler,Setophaga angelae,Birds,Threatened,Domestic,United States
Elfin-woods warbler,Setophaga angelae,Birds,Threatened,Domestic,Puerto Rico
Elf owl,Micrathene whitneyi,Birds,Species of Concern,Domestic,
Elliot's pheasant,Syrmaticus ellioti,Birds,Endangered,Foreign,China
El Segundo blue butterfly,Euphilotes battoides allyni,Insects,Endangered,Domestic,United States
Eskimo curlew,Numenius borealis,Birds,Endangered,Both Domestic and Foreign,United States
Eskimo curlew,Numenius borealis,Birds,Endangered,Both Domestic and Foreign,Canada
Evening Grosbeak,Coccothraustes vespertinus,Birds,Species of Concern,Domestic,
Everglade snail kite,Rostrhamus sociabilis plumbeus,Birds,Endangered,Both Domestic and Foreign,United States
Exuma Island iguana,Cyclura cychlura figginsi,Reptiles,Threatened,Foreign,Bahamas
Eyrean grasswren (flycatcher),Amytornis goyderi,Birds,Endangered,Foreign,Australia
False water rat,Xeromys myoides,Mammals,Endangered,Foreign,Australia
Fanshell,Cyprogenia stegaria,Clams,Endangered,Domestic,United States
Fat pocketbook,Potamilus capax,Clams,Endangered,Domestic,United States
Fat threeridge (mussel),Amblema neislerii,Clams,Endangered,Domestic,United States
Fea's muntjac,Muntiacus feae,Mammals,Endangered,Foreign,Thailand
Fea's muntjac,Muntiacus feae,Mammals,Endangered,Foreign,Myanmar (Burma)
Fender's blue butterfly,Icaricia icarioides fenderi,Insects,Endangered,Domestic,United States
Fiji banded iguana,Brachylophus fasciatus,Reptiles,Endangered,Foreign,Tonga
Fiji banded iguana,Brachylophus fasciatus,Reptiles,Endangered,Foreign,Fiji
Fiji crested iguana,Brachylophus vitiensis,Reptiles,Endangered,Foreign,Fiji
Finerayed pigtoe,Fusconaia cuneolus,Clams,Endangered,Domestic,United States
Fisher,Pekania pennanti,Mammals,Endangered,Domestic,
Fisher,Pekania pennanti,Mammals,Species of Concern,Domestic,
Flattened musk turtle,Sternotherus depressus,Reptiles,Threatened,Domestic,United States
Florida bonneted bat,Eumops floridanus,Mammals,Endangered,Domestic,United States
Florida grasshopper sparrow,Ammodramus savannarum floridanus,Birds,Endangered,Domestic,United States
Florida panther,Puma (=Felis) concolor coryi,Mammals,Endangered,Domestic,United States
Florida salt marsh vole,Microtus pennsylvanicus dukecampbelli,Mammals,Endangered,Domestic,United States
Florida scrub-jay,Aphelocoma coerulescens,Birds,Threatened,Domestic,United States
Fluted kidneyshell,Ptychobranchus subtentus,Clams,Endangered,Domestic,United States
Flying earwig Hawaiian damselfly,Megalagrion nesiotes,Insects,Endangered,Domestic,United States
Formosan rock macaque,Macaca cyclopis,Mammals,Threatened,Foreign,Taiwan
Fountain darter,Etheostoma fonticola,Fishes,Endangered,Domestic,United States
Francois' langur,Trachypithecus (=Presbytis) francoisi,Mammals,Endangered,Foreign,China
Franklin's Gull,Leucophaeus pipixcan,Birds,Species of Concern,Domestic,
Fringed campion,Silene polypetala,Flowering Plants,Endangered,Domestic,United States
Fulvous whistling duck,Dendrocygna bicolor,Birds,Species of Concern,Both Domestic and Foreign,Mexico
Fulvous whistling duck,Dendrocygna bicolor,Birds,Species of Concern,Both Domestic and Foreign,United States
Galapagos hawk,Buteo galapagoensis,Birds,Endangered,Foreign,Ecuador
Galapagos penguin,Spheniscus mendiculus,Birds,Endangered,Foreign,Ecuador
Galapagos petrel,Pterodroma phaeopygia,Birds,Threatened,Foreign,Ecuador
Galapagos tortoise,Geochelone nigra (=elephantopus),Reptiles,Endangered,Foreign,Ecuador
Gelada baboon,Theropithecus gelada,Mammals,Threatened,Foreign,Ethiopia
Gentner's Fritillary,Fritillaria gentneri,Flowering Plants,Endangered,Domestic,United States
Geometric turtle,Psammobates geometricus,Reptiles,Endangered,Foreign,South Africa
Georgetown Salamander,Eurycea naufragia,Amphibians,Threatened,Domestic,United States
Giant garter snake,Thamnophis gigas,Reptiles,Threatened,Domestic,United States
Giant otter,Pteronura brasiliensis,Mammals,Endangered,Foreign,
Giant panda,Ailuropoda melanoleuca,Mammals,Endangered,Foreign,China
Giant sable antelope,Hippotragus niger variani,Mammals,Endangered,Foreign,Angola
Gibbons,Hylobates spp. (including Nomascus),Mammals,Endangered,Foreign,China
Gibbons,Hylobates spp. (including Nomascus),Mammals,Endangered,Foreign,India
Gierisch mallow,Sphaeralcea gierischii,Flowering Plants,Endangered,Domestic,United States
Gila trout,Oncorhynchus gilae,Fishes,Threatened,Domestic,United States
Gila Woodpecker,Melanerpes uropygialis,Birds,Species of Concern,Domestic,
Gilded Flicker,Colaptes chrysoides,Birds,Species of Concern,Domestic,
Glossy snake,arizona elegans,Reptiles,Species of Concern,Domestic,
Golden-cheeked warbler (=wood),Dendroica chrysoparia,Birds,Endangered,Both Domestic and Foreign,Nicaragua
Golden-cheeked warbler (=wood),Dendroica chrysoparia,Birds,Endangered,Both Domestic and Foreign,Honduras
Golden-cheeked warbler (=wood),Dendroica chrysoparia,Birds,Endangered,Both Domestic and Foreign,United States
Golden-cheeked warbler (=wood),Dendroica chrysoparia,Birds,Endangered,Both Domestic and Foreign,El Salvador
Golden-cheeked warbler (=wood),Dendroica chrysoparia,Birds,Endangered,Both Domestic and Foreign,Mexico
Golden-cheeked warbler (=wood),Dendroica chrysoparia,Birds,Endangered,Both Domestic and Foreign,Guatemala
Golden conure,Aratinga guarouba,Birds,Threatened,Foreign,Brazil
Golden eagle,Aquila chrysaetos,Birds,Species of Concern,Domestic,United States
Golden langur,Trachypithecus (=Presbytis) geei,Mammals,Endangered,Foreign,India
Golden langur,Trachypithecus (=Presbytis) geei,Mammals,Endangered,Foreign,Bhutan
golden paintbrush,Castilleja levisecta,Flowering Plants,Threatened,Both Domestic and Foreign,Canada
golden paintbrush,Castilleja levisecta,Flowering Plants,Threatened,Both Domestic and Foreign,United States
Golden-shouldered parakeet,Psephotus chrysopterygius,Birds,Endangered,Foreign,Australia
Goldline darter,Percina aurolineata,Fishes,Threatened,Domestic,United States
Goliath Frog,Conraua goliath,Amphibians,Threatened,Foreign,Equatorial Guinea
Goliath Frog,Conraua goliath,Amphibians,Threatened,Foreign,Gabon
Goliath Frog,Conraua goliath,Amphibians,Threatened,Foreign,Cameroon
Gopher tortoise,Gopherus polyphemus,Reptiles,Threatened,Domestic,United States
Goral,Naemorhedus goral,Mammals,Endangered,Foreign,
Gorilla,Gorilla gorilla,Mammals,Endangered,Foreign,
Grace's Warbler,Dendroica graciae,Birds,Species of Concern,Domestic,
Grand Cayman ground iguana,Cyclura lewisi,Reptiles,Endangered,Foreign,Cayman Islands
Grasshopper Sparrow,Ammodramus savannarum ammolegus,Birds,Species of Concern,Domestic,
Gray-backed Tern,Onychoprion lunatus,Birds,Species of Concern,Domestic,
Gray bat,Myotis grisescens,Mammals,Endangered,Domestic,United States
Gray (=entellus) langur,Semnopithecus (=Presbytis) entellus,Mammals,Endangered,Foreign,China
Gray (=entellus) langur,Semnopithecus (=Presbytis) entellus,Mammals,Endangered,Foreign,Pakistan
Gray (=entellus) langur,Semnopithecus (=Presbytis) entellus,Mammals,Endangered,Foreign,Sri Lanka
Gray (=entellus) langur,Semnopithecus (=Presbytis) entellus,Mammals,Endangered,Foreign,Bangladesh
Gray (=entellus) langur,Semnopithecus (=Presbytis) entellus,Mammals,Endangered,Foreign,India
Gray-headed Chickadee,Poecile cinctus,Birds,Species of Concern,Domestic,
Gray vireo,Vireo vicinior,Birds,Species of Concern,Domestic,
Great Black-backed Gull,Larus marinus,Birds,Species of Concern,Domestic,
Great Blue Heron,Ardea herodias fannini,Birds,Species of Concern,Domestic,
Great Blue Heron,Ardea herodias occidentalis,Birds,Species of Concern,Domestic,
Great Frigatebird,Fregata minor,Birds,Species of Concern,Both Domestic and Foreign,
Great Frigatebird,Fregata minor palmerstoni,Birds,Species of Concern,Domestic,
Great Indian bustard,Ardeotis (=Choriotis) nigriceps,Birds,Endangered,Foreign,India
Great Indian bustard,Ardeotis (=Choriotis) nigriceps,Birds,Endangered,Foreign,Pakistan
Great Indian rhinoceros,Rhinoceros unicornis,Mammals,Endangered,Foreign,India
Great Indian rhinoceros,Rhinoceros unicornis,Mammals,Endangered,Foreign,Nepal
Great Shearwater,Puffinus gravis,Birds,Species of Concern,Domestic,
Great Skua,Stercorarius skua,Birds,Species of Concern,Both Domestic and Foreign,
Greenback Cutthroat trout,Oncorhynchus clarkii stomias,Fishes,Threatened,Domestic,United States
Green pitcher-plant,Sarracenia oreophila,Flowering Plants,Endangered,Domestic,United States
Green sea turtle,Chelonia mydas,Reptiles,Endangered,Domestic,Federated States of Micronesia
Green sea turtle,Chelonia mydas,Reptiles,Threatened,Domestic,United States
Green sea turtle,Chelonia mydas,Reptiles,Endangered,Domestic,Tokelau
Green sea turtle,Chelonia mydas,Reptiles,Endangered,Domestic,Fiji
Green sea turtle,Chelonia mydas,Reptiles,Endangered,Domestic,French Polynesia
Green sea turtle,Chelonia mydas,Reptiles,Endangered,Domestic,Tuvalu
Green sea turtle,Chelonia mydas,Reptiles,Endangered,Domestic,Tonga
Green sea turtle,Chelonia mydas,Reptiles,Endangered,Domestic,Kiribati
Green sea turtle,Chelonia mydas,Reptiles,Endangered,Domestic,Cook Islands
Green sea turtle,Chelonia mydas,Reptiles,Endangered,Domestic,Marshall Islands
Green sea turtle,Chelonia mydas,Reptiles,Threatened,Foreign,
Green sea turtle,Chelonia mydas,Reptiles,Endangered,Foreign,
Green sea turtle,Chelonia mydas,Reptiles,Threatened,Domestic,
Green sea turtle,Chelonia mydas,Reptiles,Endangered,Domestic,Papua New Guinea
Green sea turtle,Chelonia mydas,Reptiles,Endangered,Domestic,United States
Green sea turtle,Chelonia mydas,Reptiles,Endangered,Domestic,Solomon Islands
green sturgeon,Acipenser medirostris,Fishes,Threatened,Both Domestic and Foreign,Canada
Green-tailed Towhee,Pipilo chlorurus,Birds,Species of Concern,Domestic,
Grey-necked rockfowl,Picathartes oreas,Birds,Endangered,Foreign,Cameroon
Grey-necked rockfowl,Picathartes oreas,Birds,Endangered,Foreign,Gabon
Grizzly bear,Ursus arctos horribilis,Mammals,Threatened,Domestic,United States
Guadalupe fur seal,Arctocephalus townsendi,Mammals,Threatened,Both Domestic and Foreign,Mexico
Guadalupe Murrelet,Synthliboramphus hypoleucus,Birds,Species of Concern,Both Domestic and Foreign,
Guajon,Eleutherodactylus cooki,Amphibians,Threatened,Domestic,United States
Guajon,Eleutherodactylus cooki,Amphibians,Threatened,Domestic,Puerto Rico
Gulf Coast jaguarundi,Herpailurus (=Felis) yagouaroundi cacomitli,Mammals,Endangered,Both Domestic and Foreign,United States
Gulf Coast jaguarundi,Herpailurus (=Felis) yagouaroundi cacomitli,Mammals,Endangered,Both Domestic and Foreign,Mexico
Gulf moccasinshell,Medionidus penicillatus,Clams,Endangered,Domestic,United States
Gull-billed Tern,Gelochelidon nilotica,Birds,Species of Concern,Domestic,
Gunnison sage-grouse,Centrocercus minimus,Birds,Threatened,Domestic,United States
Guyandotte River crayfish,Cambarus veteranus,Crustaceans,Endangered,Domestic,United States
Haitian solenodon,Solenodon paradoxus,Mammals,Endangered,Foreign,Haiti
Haitian solenodon,Solenodon paradoxus,Mammals,Endangered,Foreign,Dominican Republic
Harper's beauty,Harperocallis flava,Flowering Plants,Endangered,Domestic,United States
Harris's Hawk,parabuteo unicinctus,Birds,Species of Concern,Domestic,
Harris's Sparrow,Zonotrichia querula,Birds,Species of Concern,Domestic,
Hawaii akepa,Loxops coccineus,Birds,Endangered,Domestic,United States
Hawai'i 'Amakihi,Hemignathus virens,Birds,Species of Concern,Domestic,
Hawaiian coot,Fulica americana alai,Birds,Endangered,Domestic,United States
Hawaiian goose,Branta (=Nesochen) sandvicensis,Birds,Threatened,Domestic,United States
Hawaiian hoary bat,Lasiurus cinereus semotus,Mammals,Endangered,Domestic,United States
Hawaiian (=koloa) Duck,Anas wyvilliana,Birds,Endangered,Domestic,United States
Hawaiian monk seal,Monachus schauinslandi,Mammals,Endangered,Domestic,
Hawaiian stilt,Himantopus mexicanus knudseni,Birds,Endangered,Domestic,United States
Hawaiian vetch,Vicia menziesii,Flowering Plants,Endangered,Domestic,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Kenya
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,U.S. Virgin Islands
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Dominican Republic
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Maldives
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Guadeloupe
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Belize
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Mozambique
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Netherlands Antilles
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Colombia
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Qatar
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Cuba
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,El Salvador
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Malaysia
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Guam
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,China
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Eritrea
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Solomon Islands
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Mexico
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Somalia
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Federated States of Micronesia
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Panama
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Cambodia
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Puerto Rico
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Ecuador
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Vanuatu
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Saudi Arabia
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Brazil
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Nicaragua
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Venezuela
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Palau
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Bahrain
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Egypt
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Grenada
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Oman
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Antigua and Barbuda
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Marshall Islands
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Australia
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,India
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Comoros
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,British Virgin Islands
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,American Samoa
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Seychelles
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Sudan
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Myanmar (Burma)
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Indonesia
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Kuwait
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Thailand
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,U.S. Pacific Outlying Islands
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Costa Rica
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Northern Mariana Islands
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Saint Kitts and Nevis
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Barbados
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Japan
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Fiji
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Trinidad and Tobago
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Reunion
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Taiwan
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Papua New Guinea
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Nauru
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Tanzania
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Kiribati
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Sao Tome and Principe
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Honduras
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,British Indian Ocean Territory
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Yemen
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Madagascar
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,United Arab Emirates
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Mayotte
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Bahamas
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Mauritius
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,United States
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Philippines
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Vietnam
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Sri Lanka
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Iran
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Jamaica
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Equatorial Guinea
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,French Southern Territories
Hawksbill sea turtle,Eretmochelys imbricata,Reptiles,Endangered,Both Domestic and Foreign,Martinique
Hell Creek Cave crayfish,Cambarus zophonastes,Crustaceans,Endangered,Domestic,United States
Herring Gull,Larus argentatus,Birds,Species of Concern,Domestic,
Hierro giant lizard,Gallotia simonyi simonyi,Reptiles,Endangered,Foreign,Spain
Higgins eye (pearlymussel),Lampsilis higginsii,Clams,Endangered,Domestic,United States
Higo Chumbo,Harrisia portoricensis,Flowering Plants,Threatened,Domestic,United States
Higo Chumbo,Harrisia portoricensis,Flowering Plants,Threatened,Domestic,Puerto Rico
Higuero de sierra,Crescentia portoricensis,Flowering Plants,Endangered,Domestic,United States
Higuero de sierra,Crescentia portoricensis,Flowering Plants,Endangered,Domestic,Puerto Rico
Hine's emerald dragonfly,Somatochlora hineana,Insects,Endangered,Domestic,United States
Hooded Crane,Grus monacha,Birds,Endangered,Foreign,Japan
Hooded Oriole,Icterus cucullatus,Birds,Species of Concern,Domestic,
Horned guan,Oreophasis derbianus,Birds,Endangered,Foreign,Mexico
Horned guan,Oreophasis derbianus,Birds,Endangered,Foreign,Guatemala
Hudsonian Godwit,Limosa haemastica,Birds,Species of Concern,Domestic,
Humpback chub,Gila cypha,Fishes,Endangered,Domestic,United States
Humpback whale,Megaptera novaeangliae,Mammals,Endangered,Foreign,
Humpback whale,Megaptera novaeangliae,Mammals,Threatened,Both Domestic and Foreign,
Hungerford's crawling water Beetle,Brychius hungerfordi,Insects,Endangered,Both Domestic and Foreign,United States
Hungerford's crawling water Beetle,Brychius hungerfordi,Insects,Endangered,Both Domestic and Foreign,Canada
Ibiza wall lizard,Podarcis pityusensis,Reptiles,Threatened,Foreign,Spain
`I`iwi,Drepanis coccinea,Birds,Threatened,Domestic,United States
Imperial parrot,Amazona imperialis,Birds,Endangered,Foreign,Dominica
Inagua Island turtle,Trachemys stejnegeri malonei,Reptiles,Endangered,Foreign,Bahamas
Indiana bat,Myotis sodalis,Mammals,Endangered,Domestic,United States
Indian (=Bengal) monitor,Varanus bengalensis,Reptiles,Endangered,Foreign,Malaysia
Indian (=Bengal) monitor,Varanus bengalensis,Reptiles,Endangered,Foreign,Iraq
Indian (=Bengal) monitor,Varanus bengalensis,Reptiles,Endangered,Foreign,Thailand
Indian (=Bengal) monitor,Varanus bengalensis,Reptiles,Endangered,Foreign,Myanmar (Burma)
Indian (=Bengal) monitor,Varanus bengalensis,Reptiles,Endangered,Foreign,India
Indian (=Bengal) monitor,Varanus bengalensis,Reptiles,Endangered,Foreign,Afghanistan
Indian (=Bengal) monitor,Varanus bengalensis,Reptiles,Endangered,Foreign,Iran
Indian (=Bengal) monitor,Varanus bengalensis,Reptiles,Endangered,Foreign,Vietnam
Indian (=Bengal) monitor,Varanus bengalensis,Reptiles,Endangered,Foreign,Sri Lanka
Indian Knob mountainbalm,Eriodictyon altissimum,Flowering Plants,Endangered,Domestic,United States
Indian python,Python molurus molurus,Reptiles,Endangered,Foreign,India
Indian python,Python molurus molurus,Reptiles,Endangered,Foreign,Sri Lanka
Indian sawback turtle,Kachuga tecta tecta,Reptiles,Endangered,Foreign,India
Indigo macaw,Anodorhynchus leari,Birds,Endangered,Foreign,Brazil
Indri lemur,Indri indri,Mammals,Endangered,Foreign,Madagascar
Iriomote cat,Prionailurus (=Felis) bengalensis iriomotensis,Mammals,Endangered,Foreign,Japan
Island marble Butterfly,Euchloe ausonides insulanus,Insects,Endangered,Domestic,United States
Island Scrub-Jay,Aphelocoma insularis,Birds,Species of Concern,Domestic,
Ivory-billed woodpecker,Campephilus principalis,Birds,Endangered,Both Domestic and Foreign,United States
