common_name,scientific_name,species_group,esa_status,foreign_or_domestic,state,state_abbr,country
Akekee,Loxops caeruleirostris,Birds,Endangered,Domestic,Hawaii,HI,United States
Akikiki,Oreomystis bairdi,Birds,Endangered,Domestic,Hawaii,HI,United States
Alabama beach mouse,Peromyscus polionotus ammobates,Mammals,Endangered,Domestic,Alabama,AL,United States
Alabama canebrake pitcher-plant,Sarracenia rubra ssp. alabamensis,Flowering Plants,Endangered,Domestic,Alabama,AL,United States
Alabama lampmussel,Lampsilis virescens,Clams,Endangered,Domestic,Tennessee,TN,United States
Alabama lampmussel,Lampsilis virescens,Clams,Endangered,Domestic,Alabama,AL,United States
Alabama leather flower,Clematis socialis,Flowering Plants,Endangered,Domestic,Alabama,AL,United States
Alabama leather flower,Clematis socialis,Flowering Plants,Endangered,Domestic,Georgia,GA,United States
Alabama moccasinshell,Medionidus acutissimus,Clams,Threatened,Domestic,Alabama,AL,United States
Alabama moccasinshell,Medionidus acutissimus,Clams,Threatened,Domestic,Georgia,GA,United States
Alabama moccasinshell,Medionidus acutissimus,Clams,Threatened,Domestic,Tennessee,TN,United States
Alabama moccasinshell,Medionidus acutissimus,Clams,Threatened,Domestic,Mississippi,MS,United States
Alabama pearlshell,Margaritifera marrianae,Clams,Endangered,Domestic,Alabama,AL,United States
American alligator,Alligator mississippiensis,Reptiles,Threatened,Domestic,Florida,FL,United States
American alligator,Alligator mississippiensis,Reptiles,Threatened,Domestic,Oklahoma,OK,United States
American alligator,Alligator mississippiensis,Reptiles,Threatened,Domestic,North Carolina,NC,United States
American burying beetle,Nicrophorus americanus,Insects,Threatened,Both Domestic and Foreign,Rhode Island,RI,United States
American burying beetle,Nicrophorus americanus,Insects,Threatened,Both Domestic and Foreign,Texas,TX,United States
American burying beetle,Nicrophorus americanus,Insects,Threatened,Both Domestic and Foreign,Massachusetts,MA,United States
American burying beetle,Nicrophorus americanus,Insects,Threatened,Both Domestic and Foreign,South Dakota,SD,United States
American burying beetle,Nicrophorus americanus,Insects,Threatened,Both Domestic and Foreign,Ohio,OH,United States
American burying beetle,Nicrophorus americanus,Insects,Threatened,Both Domestic and Foreign,Arkansas,AR,United States
American burying beetle,Nicrophorus americanus,Insects,Threatened,Both Domestic and Foreign,Oklahoma,OK,United States
American burying beetle,Nicrophorus americanus,Insects,Threatened,Both Domestic and Foreign,Kansas,KS,United States
American burying beetle,Nicrophorus americanus,Insects,Threatened,Both Domestic and Foreign,Nebraska,NE,United States
American crocodile,Crocodylus acutus,Reptiles,Threatened,Both Domestic and Foreign,Florida,FL,United States
Anastasia Island beach mouse,Peromyscus polionotus phasma,Mammals,Endangered,Domestic,Florida,FL,United States
Apache trout,Oncorhynchus apache,Fishes,Threatened,Domestic,Arizona,AZ,United States
Applegate's milk-vetch,Astragalus applegatei,Flowering Plants,Endangered,Domestic,California,CA,United States
Applegate's milk-vetch,Astragalus applegatei,Flowering Plants,Endangered,Domestic,Oregon,OR,United States
Arizona hedgehog cactus,Echinocereus triglochidiatus var. arizonicus,Flowering Plants,Endangered,Domestic,Arizona,AZ,United States
Arkansas fatmucket,Lampsilis powellii,Clams,Threatened,Domestic,Arkansas,AR,United States
Arroyo (=arroyo southwestern) toad,Anaxyrus californicus,Amphibians,Endangered,Both Domestic and Foreign,California,CA,United States
Ash Meadows Amargosa pupfish,Cyprinodon nevadensis mionectes,Fishes,Endangered,Domestic,Nevada,NV,United States
Ash Meadows gumplant,Grindelia fraxinipratensis,Flowering Plants,Threatened,Domestic,Nevada,NV,United States
Ash Meadows ivesia,Ivesia kingii var. eremica,Flowering Plants,Threatened,Domestic,Nevada,NV,United States
Ash meadows milk-vetch,Astragalus phoenix,Flowering Plants,Threatened,Domestic,Nevada,NV,United States
Ash Meadows naucorid,Ambrysus amargosus,Insects,Threatened,Domestic,Nevada,NV,United States
Ash Meadows speckled dace,Rhinichthys osculus nevadensis,Fishes,Endangered,Domestic,Nevada,NV,United States
Atlantic puffin,Fratercula arctica,Birds,Species of Concern,Domestic,Maine,ME,United States
Atlantic salmon,Salmo salar,Fishes,Endangered,Domestic,Maine,ME,United States
Atlantic sturgeon (Gulf subspecies),Acipenser oxyrinchus (=oxyrhynchus) desotoi,Fishes,Threatened,Domestic,Louisiana,LA,United States
Atlantic sturgeon (Gulf subspecies),Acipenser oxyrinchus (=oxyrhynchus) desotoi,Fishes,Threatened,Domestic,Florida,FL,United States
Atlantic sturgeon (Gulf subspecies),Acipenser oxyrinchus (=oxyrhynchus) desotoi,Fishes,Threatened,Domestic,Alabama,AL,United States
Atlantic sturgeon (Gulf subspecies),Acipenser oxyrinchus (=oxyrhynchus) desotoi,Fishes,Threatened,Domestic,Mississippi,MS,United States
Audubon's crested caracara,Polyborus plancus audubonii,Birds,Threatened,Domestic,Florida,FL,United States
Austin blind Salamander,Eurycea waterlooensis,Amphibians,Endangered,Domestic,Texas,TX,United States
Bachman's sparrow,Aimophila aestivalis,Birds,Species of Concern,Domestic,Florida,FL,United States
Bachman's sparrow,Aimophila aestivalis,Birds,Species of Concern,Domestic,Virginia,VA,United States
Band-rumped storm-petrel,Oceanodroma castro,Birds,Endangered,Domestic,Hawaii,HI,United States
Barton Springs salamander,Eurycea sosorum,Amphibians,Endangered,Domestic,Texas,TX,United States
Bay checkerspot butterfly,Euphydryas editha bayensis,Insects,Threatened,Domestic,California,CA,United States
Beach layia,Layia carnosa,Flowering Plants,Endangered,Domestic,California,CA,United States
Beautiful goetzea,Goetzea elegans,Flowering Plants,Endangered,Domestic,Puerto Rico,PR,United States
Beautiful shiner,Cyprinella formosa,Fishes,Threatened,Both Domestic and Foreign,Arizona,AZ,United States
Beautiful shiner,Cyprinella formosa,Fishes,Threatened,Both Domestic and Foreign,New Mexico,NM,United States
Behren's silverspot butterfly,Speyeria zerene behrensii,Insects,Endangered,Domestic,California,CA,United States
Benton County cave crayfish,Cambarus aculabrum,Crustaceans,Endangered,Domestic,Arkansas,AR,United States
Benton County cave crayfish,Cambarus aculabrum,Crustaceans,Endangered,Domestic,Missouri,MO,United States
Big Bend gambusia,Gambusia gaigei,Fishes,Endangered,Domestic,Texas,TX,United States
Big Creek Crayfish,Faxonius peruncus,Crustaceans,Threatened,Domestic,Missouri,MO,United States
Black-capped petrel,Pterodroma hasitata,Birds,Threatened,Domestic,North Carolina,NC,United States
Black-capped petrel,Pterodroma hasitata,Birds,Threatened,Domestic,Georgia,GA,United States
Black-capped petrel,Pterodroma hasitata,Birds,Threatened,Domestic,South Carolina,SC,United States
Black-footed ferret,Mustela nigripes,Mammals,Endangered,Both Domestic and Foreign,New Mexico,NM,United States
Black-footed ferret,Mustela nigripes,Mammals,Endangered,Both Domestic and Foreign,Montana,MT,United States
Black-footed ferret,Mustela nigripes,Mammals,Endangered,Both Domestic and Foreign,Colorado,CO,United States
Black-footed ferret,Mustela nigripes,Mammals,Endangered,Both Domestic and Foreign,Kansas,KS,United States
Black-footed ferret,Mustela nigripes,Mammals,Endangered,Both Domestic and Foreign,Arizona,AZ,United States
Black-footed ferret,Mustela nigripes,Mammals,Endangered,Both Domestic and Foreign,South Dakota,SD,United States
Black pine snake,Pituophis melanoleucus lodingi,Reptiles,Threatened,Domestic,Mississippi,MS,United States
Black pine snake,Pituophis melanoleucus lodingi,Reptiles,Threatened,Domestic,Alabama,AL,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Indiana,IN,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Alabama,AL,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Connecticut,CT,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Pennsylvania,PA,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Virgin Islands,VI,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Maryland,MD,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Delaware,DE,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,West Virginia,WV,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Colorado,CO,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Oklahoma,OK,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Kansas,KS,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Kentucky,KY,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Massachusetts,MA,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Texas,TX,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,New York,NY,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Virginia,VA,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Rhode Island,RI,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Arkansas,AR,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Ohio,OH,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Georgia,GA,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Tennessee,TN,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,South Carolina,SC,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Louisiana,LA,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Michigan,MI,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,North Carolina,NC,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Iowa,IA,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Illinois,IL,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Florida,FL,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Mississippi,MS,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,New Jersey,NJ,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Puerto Rico,PR,United States
Black Rail,Laterallus jamaicensis,Birds,Species of Concern,Domestic,Missouri,MO,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,Colorado,CO,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,Washington,WA,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,North Dakota,ND,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,Missouri,MO,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,Idaho,ID,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,Wisconsin,WI,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,Kansas,KS,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,New York,NY,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,South Dakota,SD,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,Maine,ME,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,Nevada,NV,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,Ohio,OH,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,Indiana,IN,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,Michigan,MI,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,Utah,UT,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,Nebraska,NE,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,California,CA,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,Montana,MT,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,Illinois,IL,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,Iowa,IA,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,Wyoming,WY,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,Oregon,OR,United States
Black tern,Chlidonias niger,Birds,Species of Concern,Both Domestic and Foreign,Minnesota,MN,United States
Black toad,Bufo exsul,Amphibians,Species of Concern,Domestic,California,CA,United States
Black warrior (=Sipsey Fork) Waterdog,Necturus alabamensis,Amphibians,Endangered,Domestic,Alabama,AL,United States
Blowout penstemon,Penstemon haydenii,Flowering Plants,Endangered,Domestic,Wyoming,WY,United States
Blowout penstemon,Penstemon haydenii,Flowering Plants,Endangered,Domestic,Nebraska,NE,United States
Blunt-nosed leopard lizard,Gambelia silus,Reptiles,Endangered,Domestic,California,CA,United States
bog turtle,Clemmys muhlenbergii,Reptiles,Threatened,Domestic,New York,NY,United States
bog turtle,Clemmys muhlenbergii,Reptiles,Threatened,Domestic,South Carolina,SC,United States
bog turtle,Clemmys muhlenbergii,Reptiles,Threatened,Domestic,New Jersey,NJ,United States
bog turtle,Clemmys muhlenbergii,Reptiles,Threatened,Domestic,Massachusetts,MA,United States
bog turtle,Clemmys muhlenbergii,Reptiles,Threatened,Domestic,North Carolina,NC,United States
bog turtle,Clemmys muhlenbergii,Reptiles,Threatened,Domestic,Tennessee,TN,United States
bog turtle,Clemmys muhlenbergii,Reptiles,Threatened,Domestic,Pennsylvania,PA,United States
bog turtle,Clemmys muhlenbergii,Reptiles,Threatened,Domestic,Maryland,MD,United States
bog turtle,Clemmys muhlenbergii,Reptiles,Threatened,Domestic,Delaware,DE,United States
bog turtle,Clemmys muhlenbergii,Reptiles,Threatened,Domestic,Connecticut,CT,United States
Bonytail,Gila elegans,Fishes,Endangered,Domestic,California,CA,United States
Bonytail,Gila elegans,Fishes,Endangered,Domestic,Utah,UT,United States
Bonytail,Gila elegans,Fishes,Endangered,Domestic,Arizona,AZ,United States
Bonytail,Gila elegans,Fishes,Endangered,Domestic,Colorado,CO,United States
Bonytail,Gila elegans,Fishes,Endangered,Domestic,Nevada,NV,United States
Bristle-thighed curlew,Numenius tahitiensis,Birds,Species of Concern,Both Domestic and Foreign,American Samoa,AS,United States
Buena Vista Lake ornate Shrew,Sorex ornatus relictus,Mammals,Endangered,Domestic,California,CA,United States
Bull Trout,Salvelinus confluentus,Fishes,Threatened,Domestic,Oregon,OR,United States
Bull Trout,Salvelinus confluentus,Fishes,Threatened,Domestic,Idaho,ID,United States
Bull Trout,Salvelinus confluentus,Fishes,Threatened,Domestic,Montana,MT,United States
Bull Trout,Salvelinus confluentus,Fishes,Threatened,Domestic,Washington,WA,United States
Bull Trout,Salvelinus confluentus,Fishes,Threatened,Domestic,Nevada,NV,United States
Bunched arrowhead,Sagittaria fasciculata,Flowering Plants,Endangered,Domestic,South Carolina,SC,United States
Bunched arrowhead,Sagittaria fasciculata,Flowering Plants,Endangered,Domestic,North Carolina,NC,United States
California clapper rail,Rallus longirostris obsoletus,Birds,Endangered,Domestic,California,CA,United States
California condor,Gymnogyps californianus,Birds,Endangered,Both Domestic and Foreign,Arizona,AZ,United States
California condor,Gymnogyps californianus,Birds,Endangered,Both Domestic and Foreign,Nevada,NV,United States
California condor,Gymnogyps californianus,Birds,Endangered,Both Domestic and Foreign,Colorado,CO,United States
California condor,Gymnogyps californianus,Birds,Endangered,Both Domestic and Foreign,California,CA,United States
California condor,Gymnogyps californianus,Birds,Endangered,Both Domestic and Foreign,Utah,UT,United States
California least tern,Sterna antillarum browni,Birds,Endangered,Both Domestic and Foreign,California,CA,United States
California least tern,Sterna antillarum browni,Birds,Endangered,Both Domestic and Foreign,Arizona,AZ,United States
California red-legged frog,Rana draytonii,Amphibians,Threatened,Both Domestic and Foreign,California,CA,United States
California seablite,Suaeda californica,Flowering Plants,Endangered,Domestic,California,CA,United States
California tiger Salamander,Ambystoma californiense,Amphibians,Threatened,Domestic,California,CA,United States
California tiger Salamander,Ambystoma californiense,Amphibians,Endangered,Domestic,California,CA,United States
Callippe silverspot butterfly,Speyeria callippe callippe,Insects,Endangered,Domestic,California,CA,United States
Canada Lynx,Lynx canadensis,Mammals,Threatened,Domestic,Minnesota,MN,United States
Canada Lynx,Lynx canadensis,Mammals,Threatened,Domestic,Vermont,VT,United States
Canada Lynx,Lynx canadensis,Mammals,Threatened,Domestic,Colorado,CO,United States
Canada Lynx,Lynx canadensis,Mammals,Threatened,Domestic,Michigan,MI,United States
Canada Lynx,Lynx canadensis,Mammals,Threatened,Domestic,Utah,UT,United States
Canada Lynx,Lynx canadensis,Mammals,Threatened,Domestic,Oregon,OR,United States
Canada Lynx,Lynx canadensis,Mammals,Threatened,Domestic,Idaho,ID,United States
Canada Lynx,Lynx canadensis,Mammals,Threatened,Domestic,Wisconsin,WI,United States
Canada Lynx,Lynx canadensis,Mammals,Threatened,Domestic,New Mexico,NM,United States
Canada Lynx,Lynx canadensis,Mammals,Threatened,Domestic,Montana,MT,United States
Canada Lynx,Lynx canadensis,Mammals,Threatened,Domestic,New Hampshire,NH,United States
Canada Lynx,Lynx canadensis,Mammals,Threatened,Domestic,Maine,ME,United States
Canada Lynx,Lynx canadensis,Mammals,Threatened,Domestic,Washington,WA,United States
Canada Lynx,Lynx canadensis,Mammals,Threatened,Domestic,Wyoming,WY,United States
Canby's dropwort,Oxypolis canbyi,Flowering Plants,Endangered,Domestic,Georgia,GA,United States
Canby's dropwort,Oxypolis canbyi,Flowering Plants,Endangered,Domestic,Maryland,MD,United States
Canby's dropwort,Oxypolis canbyi,Flowering Plants,Endangered,Domestic,Delaware,DE,United States
Canby's dropwort,Oxypolis canbyi,Flowering Plants,Endangered,Domestic,North Carolina,NC,United States
Canby's dropwort,Oxypolis canbyi,Flowering Plants,Endangered,Domestic,South Carolina,SC,United States
Candy darter,Etheostoma osburni,Fishes,Endangered,Domestic,West Virginia,WV,United States
Candy darter,Etheostoma osburni,Fishes,Endangered,Domestic,Virginia,VA,United States
Cape Sable seaside sparrow,Ammodramus maritimus mirabilis,Birds,Endangered,Domestic,Florida,FL,United States
Carolina heelsplitter,Lasmigona decorata,Clams,Endangered,Domestic,North Carolina,NC,United States
Carolina heelsplitter,Lasmigona decorata,Clams,Endangered,Domestic,South Carolina,SC,United States
Casey's June Beetle,Dinacoma caseyi,Insects,Endangered,Domestic,California,CA,United States
Cheat Mountain salamander,Plethodon nettingi,Amphibians,Threatened,Domestic,West Virginia,WV,United States
Cherokee darter,Etheostoma scotti,Fishes,Threatened,Domestic,Georgia,GA,United States
Chihuahua chub,Gila nigrescens,Fishes,Threatened,Both Domestic and Foreign,New Mexico,NM,United States
Chittenango ovate amber snail,Succinea chittenangoensis,Snails,Threatened,Domestic,New York,NY,United States
Chucky Madtom,Noturus crypticus,Fishes,Endangered,Domestic,Tennessee,TN,United States
Chupacallos,Pleodendron macranthum,Flowering Plants,Endangered,Domestic,Puerto Rico,PR,United States
Clay-Loving wild buckwheat,Eriogonum pelinophilum,Flowering Plants,Endangered,Domestic,Colorado,CO,United States
Clay phacelia,Phacelia argillacea,Flowering Plants,Endangered,Domestic,Utah,UT,United States
Clubshell,Pleurobema clava,Clams,Endangered,Domestic,Illinois,IL,United States
Clubshell,Pleurobema clava,Clams,Endangered,Domestic,Tennessee,TN,United States
Clubshell,Pleurobema clava,Clams,Endangered,Domestic,Ohio,OH,United States
Clubshell,Pleurobema clava,Clams,Endangered,Domestic,Indiana,IN,United States
Clubshell,Pleurobema clava,Clams,Endangered,Domestic,Michigan,MI,United States
Clubshell,Pleurobema clava,Clams,Endangered,Domestic,New York,NY,United States
Clubshell,Pleurobema clava,Clams,Endangered,Domestic,Kentucky,KY,United States
Clubshell,Pleurobema clava,Clams,Endangered,Domestic,West Virginia,WV,United States
Clubshell,Pleurobema clava,Clams,Endangered,Domestic,Pennsylvania,PA,United States
Clubshell,Pleurobema clava,Clams,Endangered,Domestic,Mississippi,MS,United States
Coachella Valley fringe-toed lizard,Uma inornata,Reptiles,Threatened,Domestic,California,CA,United States
Cobana negra,Stahlia monosperma,Flowering Plants,Threatened,Both Domestic and Foreign,Puerto Rico,PR,United States
Colorado hookless Cactus,Sclerocactus glaucus,Flowering Plants,Threatened,Domestic,Colorado,CO,United States
Colorado pikeminnow (=squawfish),Ptychocheilus lucius,Fishes,Endangered,Domestic,New Mexico,NM,United States
Colorado pikeminnow (=squawfish),Ptychocheilus lucius,Fishes,Endangered,Domestic,Utah,UT,United States
Colorado pikeminnow (=squawfish),Ptychocheilus lucius,Fishes,Endangered,Domestic,California,CA,United States
Colorado pikeminnow (=squawfish),Ptychocheilus lucius,Fishes,Endangered,Domestic,Colorado,CO,United States
Colorado pikeminnow (=squawfish),Ptychocheilus lucius,Fishes,Endangered,Domestic,Wyoming,WY,United States
Colorado pikeminnow (=squawfish),Ptychocheilus lucius,Fishes,Endangered,Domestic,Arizona,AZ,United States
Columbia Basin Pygmy Rabbit,Brachylagus idahoensis,Mammals,Endangered,Domestic,Washington,WA,United States
Columbian white-tailed deer,Odocoileus virginianus leucurus,Mammals,Threatened,Domestic,Washington,WA,United States
Columbian white-tailed deer,Odocoileus virginianus leucurus,Mammals,Threatened,Domestic,Oregon,OR,United States
Comanche-peak prairie-clover,Dalea reverchonii,Flowering Plants,Species of Concern,Domestic,Texas,TX,United States
Comanche Springs pupfish,Cyprinodon elegans,Fishes,Endangered,Domestic,Texas,TX,United States
Common tern,Sterna hirundo,Birds,Species of Concern,Both Domestic and Foreign,Wisconsin,WI,United States
Common tern,Sterna hirundo,Birds,Species of Concern,Both Domestic and Foreign,New York,NY,United States
Common tern,Sterna hirundo,Birds,Species of Concern,Both Domestic and Foreign,Illinois,IL,United States
Common tern,Sterna hirundo,Birds,Species of Concern,Both Domestic and Foreign,Michigan,MI,United States
Common tern,Sterna hirundo,Birds,Species of Concern,Both Domestic and Foreign,Indiana,IN,United States
Common tern,Sterna hirundo,Birds,Species of Concern,Both Domestic and Foreign,Pennsylvania,PA,United States
Common tern,Sterna hirundo,Birds,Species of Concern,Both Domestic and Foreign,Minnesota,MN,United States
Common tern,Sterna hirundo,Birds,Species of Concern,Both Domestic and Foreign,Ohio,OH,United States
Common Yellowthroat,Geothlypis trichas sinuosa,Birds,Species of Concern,Domestic,California,CA,United States
Cook's lomatium,Lomatium cookii,Flowering Plants,Endangered,Domestic,Oregon,OR,United States
Cooper's hawk,Accipiter cooperii,Birds,Species of Concern,Domestic,California,CA,United States
Coosa moccasinshell,Medionidus parvulus,Clams,Endangered,Domestic,Alabama,AL,United States
Coosa moccasinshell,Medionidus parvulus,Clams,Endangered,Domestic,Georgia,GA,United States
Coosa moccasinshell,Medionidus parvulus,Clams,Endangered,Domestic,Tennessee,TN,United States
Copperbelly water snake,Nerodia erythrogaster neglecta,Reptiles,Threatened,Domestic,Indiana,IN,United States
Copperbelly water snake,Nerodia erythrogaster neglecta,Reptiles,Threatened,Domestic,Ohio,OH,United States
Copperbelly water snake,Nerodia erythrogaster neglecta,Reptiles,Threatened,Domestic,Michigan,MI,United States
Cumberland bean (pearlymussel),Villosa trabalis,Clams,Endangered,Domestic,Tennessee,TN,United States
Cumberland bean (pearlymussel),Villosa trabalis,Clams,Endangered,Domestic,Kentucky,KY,United States
Cumberland darter,Etheostoma susanae,Fishes,Endangered,Domestic,Tennessee,TN,United States
Cumberland darter,Etheostoma susanae,Fishes,Endangered,Domestic,Kentucky,KY,United States
Cumberlandian combshell,Epioblasma brevidens,Clams,Endangered,Domestic,Tennessee,TN,United States
Cumberlandian combshell,Epioblasma brevidens,Clams,Endangered,Domestic,Virginia,VA,United States
Cumberlandian combshell,Epioblasma brevidens,Clams,Endangered,Domestic,Kentucky,KY,United States
Cumberlandian combshell,Epioblasma brevidens,Clams,Endangered,Domestic,Mississippi,MS,United States
Cumberland pigtoe,Pleurobema gibberum,Clams,Endangered,Domestic,Tennessee,TN,United States
Dakota Skipper,Hesperia dacotae,Insects,Threatened,Both Domestic and Foreign,Minnesota,MN,United States
Dakota Skipper,Hesperia dacotae,Insects,Threatened,Both Domestic and Foreign,North Dakota,ND,United States
Dakota Skipper,Hesperia dacotae,Insects,Threatened,Both Domestic and Foreign,Iowa,IA,United States
Dakota Skipper,Hesperia dacotae,Insects,Threatened,Both Domestic and Foreign,South Dakota,SD,United States
DeBeque phacelia,Phacelia submutica,Flowering Plants,Threatened,Domestic,Colorado,CO,United States
Delhi Sands flower-loving fly,Rhaphiomidas terminatus abdominalis,Insects,Endangered,Domestic,California,CA,United States
Delta green ground beetle,Elaphrus viridis,Insects,Threatened,Domestic,California,CA,United States
Delta smelt,Hypomesus transpacificus,Fishes,Threatened,Domestic,California,CA,United States
Desert pupfish,Cyprinodon macularius,Fishes,Endangered,Both Domestic and Foreign,Arizona,AZ,United States
Desert pupfish,Cyprinodon macularius,Fishes,Endangered,Both Domestic and Foreign,California,CA,United States
Desert tortoise,Gopherus agassizii,Reptiles,Threatened,Both Domestic and Foreign,Arizona,AZ,United States
Desert tortoise,Gopherus agassizii,Reptiles,Threatened,Both Domestic and Foreign,California,CA,United States
Desert tortoise,Gopherus agassizii,Reptiles,Threatened,Both Domestic and Foreign,Utah,UT,United States
Desert tortoise,Gopherus agassizii,Reptiles,Threatened,Both Domestic and Foreign,Nevada,NV,United States
Desert tortoise,Gopherus agassizii,Reptiles,Threatened,Both Domestic and Foreign,Oregon,OR,United States
Devils Hole pupfish,Cyprinodon diabolis,Fishes,Endangered,Domestic,Nevada,NV,United States
Devils River minnow,Dionda diaboli,Fishes,Threatened,Both Domestic and Foreign,Texas,TX,United States
diamond Darter,Crystallaria cincotta,Fishes,Endangered,Domestic,Tennessee,TN,United States
diamond Darter,Crystallaria cincotta,Fishes,Endangered,Domestic,West Virginia,WV,United States
Dolly Varden,Salvelinus malma,Fishes,Threatened,Domestic,Washington,WA,United States
Dromedary pearlymussel,Dromus dromas,Clams,Endangered,Domestic,Kentucky,KY,United States
Dromedary pearlymussel,Dromus dromas,Clams,Endangered,Domestic,Virginia,VA,United States
Dromedary pearlymussel,Dromus dromas,Clams,Endangered,Domestic,Tennessee,TN,United States
Dromedary pearlymussel,Dromus dromas,Clams,Endangered,Domestic,Alabama,AL,United States
Dudley Bluffs bladderpod,Lesquerella congesta,Flowering Plants,Threatened,Domestic,Colorado,CO,United States
Dudley Bluffs twinpod,Physaria obcordata,Flowering Plants,Threatened,Domestic,Colorado,CO,United States
dusky gopher frog,Rana sevosa,Amphibians,Endangered,Domestic,Alabama,AL,United States
dusky gopher frog,Rana sevosa,Amphibians,Endangered,Domestic,Mississippi,MS,United States
Dwarf wedgemussel,Alasmidonta heterodon,Clams,Endangered,Both Domestic and Foreign,Virginia,VA,United States
Dwarf wedgemussel,Alasmidonta heterodon,Clams,Endangered,Both Domestic and Foreign,New Jersey,NJ,United States
Dwarf wedgemussel,Alasmidonta heterodon,Clams,Endangered,Both Domestic and Foreign,New Hampshire,NH,United States
Dwarf wedgemussel,Alasmidonta heterodon,Clams,Endangered,Both Domestic and Foreign,Vermont,VT,United States
Dwarf wedgemussel,Alasmidonta heterodon,Clams,Endangered,Both Domestic and Foreign,North Carolina,NC,United States
Dwarf wedgemussel,Alasmidonta heterodon,Clams,Endangered,Both Domestic and Foreign,Connecticut,CT,United States
Dwarf wedgemussel,Alasmidonta heterodon,Clams,Endangered,Both Domestic and Foreign,Pennsylvania,PA,United States
Dwarf wedgemussel,Alasmidonta heterodon,Clams,Endangered,Both Domestic and Foreign,Maryland,MD,United States
Dwarf wedgemussel,Alasmidonta heterodon,Clams,Endangered,Both Domestic and Foreign,New York,NY,United States
